,Chromosome,Fitness
0,"[5, 2, 0, 0, 2, 6, 1, 2, 6, 4, 1, 1, 0, 4, 5, 6, 0, 1, 3, 6]",0.46866214
1,"[1, 5, 6, 2, 1, 4, 1, 3, 5, 1, 5, 5, 3, 2, 4, 1, 2, 5, 0, 0]",0.5292293766666667
2,"[5, 0, 3, 5, 4, 4, 1, 5, 5, 2, 5, 5, 4, 5, 6, 2, 0, 4, 2, 4]",0.5056808843333334
3,"[1, 6, 0, 5, 0, 6, 2, 6, 6, 0, 1, 0, 5, 4, 1, 6, 5, 5, 2, 0]",0.5313855749999999
4,"[3, 6, 2, 4, 5, 1, 1, 1, 4, 2, 6, 3, 1, 4, 4, 6, 1, 0, 2, 2]",0.5254031299999999
5,"[1, 4, 1, 6, 3, 2, 5, 5, 4, 1, 2, 3, 3, 2, 0, 5, 5, 4, 0, 1]",0.513390185
6,"[4, 0, 3, 4, 3, 4, 1, 2, 5, 0, 5, 5, 0, 0, 5, 5, 1, 2, 4, 6]",0.443793958625
7,"[1, 6, 5, 5, 3, 6, 2, 0, 6, 1, 0, 0, 6, 3, 0, 2, 5, 0, 5, 0]",0.5381684648412697
8,"[1, 1, 2, 4, 1, 1, 0, 6, 5, 1, 5, 3, 2, 3, 0, 3, 2, 6, 0, 2]",0.5045741895238096
9,"[5, 2, 4, 0, 3, 1, 4, 6, 3, 0, 2, 1, 1, 6, 6, 6, 6, 1, 1, 1]",0.5202126183333333
